# wx wy wz w Lxx Lyy Lzz 
  2.4361260660696039E-002   1.5733889400411931E-003   7.4741226660887490E-003   2.5530551959618147E-002   299.41270995221208        615.87485104956988        9.7794520467053676     
  -1.3333204973741320E-002   4.1666096882272269E-003  -5.0037983212557783E-003   1.4838227279753853E-002  -61.687634238283508        700.26103543854526       -104.87606971029025     
   4.5168535218408773E-003  -1.3578989719612605E-002   2.3348157615719085E-002   2.7384802201067152E-002   152.47892586676656       -310.04518150578269        377.46953464895506     
   7.8019772857796576E-003  -2.0167903633864729E-003  -1.9810147780985901E-002   2.1386450103796348E-002 -0.45160617321726637       -12.025729677292670       -281.20254068054197     
   4.4700835570439662E-003  -2.3264881091019513E-003  -9.3981865133370181E-003   1.0663962850095523E-002   38.796919800332276       -9.7372427071837890       -100.73437128717873     
  -5.9018588410849346E-003   4.1303790250306251E-003   1.9974238151885957E-002   2.1233514980303233E-002   54.959529367787994        21.633226036354813        310.30240271663132     
  -2.0097497829288579E-003   5.9167195404507943E-003  -6.2564943794757300E-004   6.2799762363833006E-003  -30.391544338487009        231.82306254784115       -63.966739916156826     
   4.8554679094767877E-004   3.9031576175304629E-003  -1.3236085540888672E-002   1.3808126430446956E-002  -137.46178758238281        187.13316606147674       -285.21874027149761     
  -5.2059810078521227E-003  -9.7761980439255870E-003  -5.4214371514141020E-003   1.2331596297110302E-002  -235.29440154750895       -316.33350605465932       -102.79398261629515     
  -5.2820681679234208E-003  -1.4520931529401076E-002   1.8357726225119081E-002   2.3995078844808344E-002   99.550230452958687       -692.54011707796508        468.50389526897749     
   9.0193095098617306E-004   1.0981125040592126E-002   2.0740591510519423E-003   1.1211614868498140E-002   74.359279069797438        389.59649778608900        32.090359905702876     
   2.0477961763232162E-003  -2.8901930610012250E-003  -4.7733752442304074E-003   5.9440555458252003E-003   3.9375547323817668       -58.507443535638885       -50.709312787946480     
  -6.2101962304807546E-003  -5.7286347325526815E-003   4.4407979383517213E-004   8.4605555363332380E-003  -57.315800658916054       -464.47593638549614        1.4903418705950546     
   6.1753079468082964E-004  -7.0633845552863861E-003   1.9431754869666647E-002   2.0684918249126605E-002   221.30758145756232       -307.21422761857633        501.07820744191361     
   1.4577129346281735E-002   6.8510280346794211E-003  -1.3531917403395006E-002   2.1036684000157825E-002   149.88894634274479        414.58015679899188       -231.65455685716606     
   1.7051706656207582E-003   1.2235993224700545E-003   4.8828819961542784E-005   2.0993300251512513E-003   50.628523243631271        46.106138666148858        14.267437328985375     
  -6.1120501075682607E-003   1.3928147125357674E-003   3.6635109065620730E-002   3.7167570617284193E-002   321.62293992806997       -133.62246108293081        723.27893849025531     
   1.5379983702805187E-002   2.1365687444253531E-003  -1.0473309668252481E-002   1.8729630004496067E-002   202.92516211973748        247.14265019568148       -103.78946034533068     
   5.9368489855134224E-003   5.3699623623870594E-003  -1.1376705418941799E-002   1.3910862584312485E-002  -3.2596261161916313        284.34823644622082       -223.28853397326279     
  -4.0061550451018189E-005  -7.7384076683859231E-003   3.9753808312430671E-003   8.6998971788966230E-003   27.521480301950017       -281.86226785438458        114.16485373259306     
   8.2327980123916289E-003  -7.4266700566785740E-003   1.8506700155508302E-004   1.1089122645127084E-002   180.01496038240532       -358.92411794151479        174.00331869531655     
   1.1160657013543481E-002   2.6334463430150363E-003  -1.0759851467590389E-002   1.5724811865968497E-002   40.951373954126254        192.85026045238840       -224.76284625719785     
   2.2512220452333278E-002  -9.7556722003256031E-004  -2.7433451065538746E-003   2.2699730030749436E-002   452.71222113741834       -6.3560696227668263        346.03596813026144     
  -5.0745537501900445E-003   4.7783342112349293E-003  -1.7969848032428448E-003   7.1981058606352625E-003  -48.143888068351828        381.69534357479984       -177.89507191720452     
  -1.7797256898947768E-002  -2.0648289431195949E-003   1.8218109897323823E-002   2.5552013617765167E-002  -9.0260488392921836       -180.99146790462038        494.89149536393944     
  -1.8888786409936853E-003  -4.8125525174956660E-004  -7.1960303384139956E-003   7.4553552409736537E-003  -202.94767489107940       -22.332659187598988       -412.19122731147269     
   1.8236255638376546E-002  -2.6603509059216377E-003  -1.0331950807599658E-002   2.1127889012902298E-002   259.29798548024672       -168.50168387882456       -1.7739590774633127     
  -2.0333573978565299E-002   1.0245615611208288E-003   1.7894745600791562E-002   2.7105827367032410E-002  -164.01364428794153        3.6846756153879499        227.45453655381624     
   3.5447071093829205E-003  -1.2148188930475893E-003  -1.1415044034143363E-002   1.2014323274144372E-002  -254.00836079525263       -38.735996762349799       -554.22684074064057     
   1.3555763469585612E-002  -4.0409460514016799E-003  -1.5481770784245811E-002   2.0970770010889390E-002   8.4062147990387182       -79.140498989347250       -305.81150633529523     
   4.2458879055670756E-003  -2.5551934348619458E-003  -7.9597894357681231E-004   5.0189799835046178E-003   90.245863393773178       -97.976248484124127        62.755476455857313     
  -6.6579130549857977E-003  -6.8064981709611075E-003   2.7382752301552608E-003   9.9072889750490799E-003  -136.93581293389892       -460.52454039332002        12.182249561931162     
   1.9365923367325431E-002  -3.9131259785966602E-003  -1.6529945520203274E-002   2.5760253137234065E-002   106.39372200818801       -21.976154606313401       -319.73884448913310     
   6.9191151346647169E-003   2.9381144670791452E-003  -3.4176845195271191E-003   8.2575564390091477E-003   127.13430527947635        138.73336461809026       -4.6584817518664998     
  -8.7560593013879268E-003  -2.5421116488467529E-003  -7.3993685878193894E-003   1.1742297970288128E-002  -115.92193405306506       -211.57316587532227       -617.70001935023231     
   2.6787643471216580E-004  -6.4306459543642088E-003   1.7394985752076392E-002   1.8547519901312832E-002   347.22425277698454       -414.88999751611908        767.11208627551150     
   1.0776399659852876E-002   9.0759108797438582E-004  -1.1917666875239935E-002   1.6093020069615240E-002  -30.286102822655526        107.87852460503663       -313.56650508662221     
   1.8982905899971987E-002  -5.5032190246830179E-003  -1.4322576724280467E-002   2.4408448128951685E-002   200.88165803214039       -389.92940573736820       -96.676212043193502     
  -2.0603363229836233E-002  -5.8899750287003524E-003   1.7846007969753802E-002   2.7886742059190020E-002  -72.847848885568496       -769.41081351602952        451.77369121731351     
  -2.2973965801789294E-002  -1.7287879454770255E-003   1.5751675585737458E-002   2.7908907111897592E-002  -143.47205075209524       -329.79129036287503        323.40904650833772     
   1.3470420307419347E-003   2.5275503314801696E-003   5.1682889667887611E-004   2.9103513566566454E-003   76.485280444181399        280.97010338735083        104.74131271996089     
  -8.8361232451435699E-004  -4.2245045252971899E-003  -2.4806219632927612E-003   4.9780211479121435E-003  -162.96588659205850       -441.76676771017657       -213.53746077661955     
  -1.2854013383616324E-002  -9.1854672390965543E-005  -7.9714469041650832E-004   1.2879034785436633E-002  -598.71244349388257       -133.07624869000784       -747.39945751166886     
   2.2114911631707618E-002  -2.8651715678219142E-005  -2.1867915295925570E-002   3.1101058772794597E-002   4.7682416478007825        381.32371456012157       -623.31109416172080     
  -2.5997901990389583E-003   4.7294568232256022E-003  -4.0162860822308237E-005   5.3970625322636075E-003  -77.702490003894283        314.59903340887541       -122.98960261212717     
   1.0662100503644079E-002   5.7207020965879601E-003  -5.8715747341680884E-003   1.3449245684670730E-002   116.64612770824372        560.99003000832045       -433.10810076028963     
  -1.0363552180516520E-002  -3.1481040124671676E-003   9.4351165394336092E-003   1.4364372481396263E-002  -108.65564965854347       -607.67551940272392        248.13450258951440     
   3.9573441984135822E-003   2.8975663968989519E-003  -9.9339035811242607E-003   1.1078759158327661E-002  -292.62649612569516        551.93908981061031       -756.43193247643114     
   1.2503633373523016E-002   1.1719647334372283E-002  -1.5511519527042916E-002   2.3114891719827970E-002   200.42155245164432        1223.7034796386390       -385.33320926186531     
  -3.6561848008551407E-003  -2.4469364862538040E-003   3.7370969068214860E-003   5.7724413168726953E-003  -106.98310043527160       -321.37156607377898        50.367725302110131     
   1.2884028448861249E-002  -3.0804176039925463E-003  -1.5555485041650201E-002   2.0431844668728674E-002  -121.48557416704645       -27.474452852424818       -438.49130700771661     
   1.0623450730242174E-002   9.5249037993804866E-003  -2.0894197584747774E-002   2.5301165793611479E-002   23.831210356035843        1210.6475891534317       -521.46932664002475     
  -2.9716053733125688E-003  -5.2656655515680370E-003   1.6174367978214976E-002   1.7267537510901095E-002   203.03351681103703       -594.40499336414689        419.74468528148140     
   1.5194291210178217E-003   2.0621901020438345E-005   4.4975369234726871E-004   1.5847297878120068E-003   115.04157632649513        14.661464729834851        98.629656626965669     
   1.8893669098609494E-002   5.3279496810605849E-004  -2.5162478016564748E-002   3.1470699109169706E-002   207.86751511413522        541.61850642425770       -363.34711370291183     
  -3.0540771486815173E-003  -1.2313474355880500E-003   5.5861612454859398E-003   6.4845046994968644E-003  -82.920992886524516       -177.85574906155642        71.769307339204587     
   4.0147840756991956E-003   3.5496135573305928E-003  -2.1754100200578703E-003   5.7836542372656733E-003   73.110537476816802        412.02712245857322       -195.12134321116534     
  -9.4113805613895984E-003  -3.1388992457753737E-003   1.5265844124094076E-002   1.8206393639806015E-002  -53.867666234183623       -588.44243808833698        311.47472055137729     
   1.5847512043517701E-002  -1.4133016817534545E-004  -2.4978989346630079E-002   2.9582317707795208E-002  -110.03081725934099        439.39407837265998       -578.20400238003981     
   1.7014977352380100E-003   2.7248146194448391E-003  -6.5935219123775457E-003   7.3344557032109237E-003  -40.832990033307944        300.89330335283603       -157.45961809958629     
  -4.8331341426541899E-003  -1.2309852224751975E-003   1.8939494912263641E-002   1.9585172396241558E-002   262.83457674411716       -304.71701865930692        408.68857492112147     
   2.8568521478757282E-003  -3.7721580995724192E-003  -2.3970772081255355E-003   5.3044094925549330E-003   64.652348387826976       -371.90505487671726        43.027900737025000     
   3.7183753232106244E-003  -1.4346971071244696E-003  -1.4550302067710574E-002   1.5086283872944842E-002  -370.04905295756652       -122.62869476414440       -436.58365427637023     
  -5.1102202827388362E-003   6.9958941810062125E-003   1.4910460149768039E-002   1.7244671890406401E-002   232.95340208122579        696.57505552378154        330.21304591074068     
   7.2640314545388204E-004  -1.0570437051814824E-003   1.0676449027120404E-002   1.0753211927284300E-002   499.59988527428305       -85.906909040685036        398.85339142574674     
  -1.3300058183715255E-003   4.9021754863414419E-003   1.7722886760499679E-003   5.3797069740873444E-003  -52.706332427018289        534.45101174548745        4.3480471560892218     
