# wx wy wz w Lxx Lyy Lzz
  -2.1199346044644764E-002  -1.7054502888475343E-003   2.9306559987882473E-002   3.6210430703482108E-002   581.50905994891912       -5.0086376433015323        1033.9553932818621     
   1.6526768286836271E-002   2.4196380703715142E-003  -1.5874400652734072E-002   2.3043118592801025E-002   350.54426259367960        180.20132849360968        44.035588667911497     
   6.8049334383043902E-003  -1.4411522412106415E-003  -4.5278733168803154E-003   8.2997394932501599E-003   324.52477053559397       -544.81542899170961        195.11613523416210     
  -1.4546915525167972E-003   6.5241090128708573E-004   5.3183391457324834E-003   5.5521616300421659E-003   493.11039796679529        259.57776447113054        579.08434397839255     
  -1.2478887891250155E-002   1.3724141202241442E-004   1.5371812424084931E-002   1.9799850893600576E-002 -0.79239558046112946        328.82450243727646        275.99459055789191     
   1.2679318680817989E-002   2.5899383987051565E-003  -1.3080996902780851E-002   1.8400689744935913E-002   107.05499437068003        599.05667737309329       -101.75173084980354     
  -1.4956919270760781E-002  -1.8643813357811690E-003   1.8484238970067020E-002   2.3850627709555330E-002   677.71874018854089       -217.72706278546738        1034.4176431029186     
  -1.2916098378580730E-002   3.2051575103500952E-003   1.5053832308968569E-002   2.0092697658051675E-002   40.025358315083921        1468.1554085849925        411.94357317024600     
   9.1395752247765139E-003  -5.8467872711577187E-003  -1.6342347734777073E-002   1.9616041551951655E-002  -1033.3507916939373       -2333.2113482169239       -1462.7174557458436     
   9.1201519470472739E-003   4.5642655333103877E-004   1.0886138737401057E-002   1.4208923722286628E-002  -282.98076504865918        308.99287689186684        500.98985136991354     
   3.7012259585615533E-003   1.5467917563442332E-003   4.1006444367242996E-002   4.1202185839802473E-002   14.060238220464027       -50.699699444581285        400.98923394243343     
  -5.8098370300437279E-003   3.3400128449072447E-003   4.4669488878009431E-003   8.0537894488271044E-003  -261.67227452464539        1334.1668984587516       -123.05153560607113     
   5.7400159837346226E-003  -3.9978743415441109E-003  -9.5370775575511213E-003   1.1827367884827586E-002  -652.59177207844266       -1619.3538608882554       -896.47038605420096     
  -2.9128154231915677E-002   7.7243133480951807E-004  -3.0025925082172087E-002   4.1840198328467249E-002  -459.06678007017723       -259.73938184287277       -134.05953668086138     
  -1.6921363669469960E-002  -3.1441759983717797E-003   1.7352292899143255E-002   2.4440140343313342E-002  -348.40015295843835       -1533.5260943311268        70.195944157165158     
   1.6609439584888339E-002   2.3109322063729039E-003   1.8026859019525884E-002   2.4620754194304630E-002  -160.17489514608013        476.78118069827298        466.34555207540404     
   2.3213855536951693E-002  -1.7227462517289045E-003  -2.2805538645889325E-002   3.2587475147170586E-002   377.97923992858097       -266.29399285598942       -56.467190103222030     
  -1.5440390378860663E-003  -3.9733776331043840E-004   5.3580160513174227E-004   1.6819682543765275E-003  -188.54158779060589       -122.08523089273339       -158.28301964211101     
  -9.3838921153480970E-003   1.8040073388917691E-004   1.3023539011135517E-002   1.6053116333966083E-002   201.12744291451364        216.85591596345216        381.39068321817894     
   3.4287523949001170E-002   1.0887230798538670E-003  -3.9669971034508929E-002   5.2445459463872683E-002   215.41170267017017       -207.15595668325099       -491.51955809724245     
   6.7805367922400221E-003  -1.6314677457244877E-003  -6.8482952605080638E-003   9.7742781918337667E-003   134.22080337251344       -607.87661275662424       -6.0472138855859114     
   7.8922031041265463E-003   1.4049714520053920E-003  -1.7238107790857726E-002   1.9010869912420226E-002   275.31669311740984        75.842604916888178       -150.96765952837737     
  -9.6756675110270859E-003   8.4194761999971423E-005   8.5655296101968832E-003   1.2922613050194333E-002  -351.04426709103393        150.39026861083926       -160.55266132370139     
   2.8533517380693943E-002  -2.9188159811879494E-003  -2.9174801125179440E-002   4.0912713446313642E-002   512.17241271099226       -1271.0706436364026       -76.915210625890282     
  -8.8380133863225178E-003  -8.5457943154021649E-004  -6.8210917479272909E-003   1.1196788792116667E-002  -505.89386074693238       -386.24893811243373        341.73941159797516     
   1.0421063567216938E-002   8.4971363218284556E-004   1.3517859846918404E-002   1.7089561549952722E-002  -480.83432258961898        341.84280392488341        711.12267569257995     
   2.9761362079914044E-003   1.3622194796308498E-003   4.4320231934304281E-003   5.5096150706114167E-003  -243.50601178387836        541.34069340829603        330.10134907989163     
  -1.7994341756219376E-002  -3.2097676878763072E-003  -1.7075940803062944E-002   2.5013730192825396E-002  -398.50749703077224       -1359.8362662977027        16.022670304942253     
   4.5344484623118277E-003   6.6447630927561326E-004   7.1030166422342937E-003   8.4531412529785625E-003  -301.79804368068028        222.75847560432999        383.23006174264111     
  -7.5558580391409808E-004  -2.2656456988580684E-003   1.7848599331701277E-003   2.9815743024225725E-003   163.30328534812040       -849.75023790782041        183.53853906710600     
   9.4364328208803826E-003  -1.8195847520798844E-003  -6.4899112567612903E-003   1.1596383107401506E-002   577.77698262433580       -637.62310283976421        448.54561233643750     
   1.0123330895530733E-002  -1.6171841675641828E-003  -9.4911166512633705E-003   1.3970626626608992E-002   75.646180971515278       -553.81157021925310       -110.65989905849227     
   7.6639492876786052E-005   1.9910697079710280E-003  -9.8395163378849834E-003   1.0039238714034733E-002   3.1941995898917463        91.739130397417313       -97.159552010761956     
  -1.4317042286372357E-002   1.5071155420129400E-003   1.6517265247457155E-002   2.1910480331147630E-002   249.61841545096291        687.38016904014933        574.40256690013894     
  -3.8729254989761912E-003   4.5442090672410170E-004   2.6019911577810032E-003   4.6879001979840034E-003  -299.76428614564946        192.33704165986600       -217.65442790378961     
   2.0791183553322053E-002   3.3690020836570972E-003  -2.1151906396150950E-002   2.9850069225701083E-002   504.02344808133961        1099.0709580231203        84.526989953517443     
  -4.4911041959332446E-003   1.5492072767314276E-003   7.7253274202960451E-003   9.0692195825101043E-003   354.69733230151598        554.59536237019927        424.62356928287028     
   2.7403962506097335E-003  -1.6370026061058840E-003   2.3401156999912007E-004   3.2006734537666903E-003   586.61136050793164       -555.82499029119936        465.58620189795380     
   1.1455657794685634E-002   1.9822301928320478E-003  -1.3115103257677244E-002   1.7526187991284727E-002   97.425063720724452        430.69598819332128       -115.64497462694864     
  -1.5014000583488736E-002   2.6853417248649597E-003   1.0401735877654562E-002   1.8461510852819898E-002  -1155.7295865018118        1035.8049281737954       -783.53800185371233     
  -1.2050945717225623E-002   4.2319526014673544E-004   1.3686219110533901E-002   1.8240531254578980E-002  -187.30729787110164        89.628988412584476        70.229168831799996     
   1.4708692128482113E-002   9.9016602019276435E-004  -2.1283440252669161E-002   2.5890362721811257E-002  -258.48544727669037        585.06353406662527       -557.92537818778555     
  -2.1824106700262073E-003   2.5522200495117038E-003   8.7718757564433439E-003   9.3926858672188241E-003   748.88014667960965        704.04534216140746        642.76769846159505     
   1.8999837503897192E-004  -2.5381428088489108E-004   3.7474111914849284E-002   3.7475453097705808E-002  -74.235851797594748       -53.578179974784838        365.95030443458370     
  -3.8842157625245191E-004  -3.3363676961383299E-003   1.9777580165288335E-003   3.8979157888130284E-003   204.56874529896004       -1055.9908919679206        200.09168552630854     
   3.9607619745134631E-003  -1.1617780284954625E-004  -3.0304226872277587E-003   4.9884460870988113E-003   1272.7840764166979       -37.472265201935642       -963.66569920629331     
  -1.0474154438995019E-002   1.0971538634858434E-003  -1.7836002087340787E-002   2.0713151094695993E-002   25.848898418315333       -3.0734451871880455       -250.13496360181955     
   1.6242615951752404E-002   1.6350887127398214E-003   2.4651330571947648E-002   2.9566605943565652E-002   391.12361934118206        812.28320083783046        137.72052171868489     
   1.2417742751006551E-003  -1.7106720263561481E-003   4.5160751785555051E-003   4.9863149870845846E-003  -344.56527855496734       -399.61013917731037        257.21167839650201     
  -9.4153877772000724E-003  -3.0453726704249614E-003  -1.8144802867393742E-002   2.0667793612125118E-002   57.631578939693227       -1156.7259819832152       -354.78312993801313     
   1.5052867368808731E-002  -3.2431163681154820E-003   2.4921129825240307E-002   2.9294527331338992E-002   564.32430413501743       -402.26114542847273        6.7588583606813524E-003
   8.1909427766384615E-003   2.4486764612185242E-003   1.2518919493461192E-002   1.5159515337425999E-002   45.743913019234142        769.03996214187384        167.24294759559788     
  -7.0863193933225575E-003  -1.3630478097498230E-003  -1.1372711911113715E-002   1.3468941981055192E-002  -1.9314658706486654       -411.98209212769643       -154.12252831958540     
   9.3109947236047312E-004  -2.1209924128520446E-003  -4.5425349000320706E-003   5.0990370032796646E-003  -409.76339293254102       -599.27300252772034       -327.08278639647290     
  -8.6809190472500013E-003  -1.2980450211170312E-004  -2.4372409134505038E-003   9.0175023140486848E-003  -371.95946788716526        11.157819676879095       -10.046490480871020     
  -8.4919007002535237E-003   1.2641296183873844E-004   7.5685358927971499E-003   1.1375899669935819E-002  -562.86296363946587       -46.005081520252958       -286.61158295045664     
   1.7243695713431050E-002  -1.4843803424955443E-003  -2.2663175562305474E-002   2.8516099898591805E-002   202.55147093813943       -25.837082689478862       -190.76207895393841     
   1.0649778736089717E-002  -6.5057829301968086E-004  -1.6467237659756963E-002   1.9621696037446283E-002   39.382001083051712       -117.23326185659133       -200.11749880152610     
  -1.5911094401348268E-002   2.1824976742018171E-004   1.8362704916665151E-002   2.4298137580195597E-002  -755.57758753142321       -42.539815380199016       -232.46264172529698     
  -2.1188889139310638E-003  -8.7390521694946199E-004   5.7787451050798095E-003   6.2166949054361124E-003   319.75519676805584       -268.88669950669566        300.08472360835560     
   2.1283809600278765E-002   3.0222952748117570E-004  -3.4595447921669492E-002   4.0619415440022594E-002  -148.04620790924858        456.68878492776241       -591.00374291175615     
  -2.0398915900972110E-003   2.0377738508023006E-004   7.3444365965318753E-003   7.6251840530243056E-003   452.70396876310923        23.452325670610897        366.52897362274388     
  -1.1377023949839422E-002   2.5551305948326801E-003   2.0141860873079717E-002   2.3273588587546384E-002   143.65069255841348        459.54997346364252        335.37504336517884     
   1.4971931953948008E-002  -3.0629142678618862E-003  -2.3298573543257005E-002   2.7863304172270679E-002   41.334820242762405       -814.12804752173133       -293.24411747920129     
   1.2034400180455738E-002  -1.7588804251597191E-004  -1.9288423849774430E-002   2.2735457306053912E-002   126.22112154250925       -68.571703704761916       -180.06514848281671     
  -3.2786737399742426E-003   1.2124002178801871E-002  -2.3485215489276078E-002   2.6632620541406023E-002   96.987976623045427        604.43169570193459       -331.35106615174863     
   2.1278774759744502E-003  -3.0724913871955800E-003  -2.7902122765282459E-003   4.6640487160019405E-003   38.496979534875223       -771.20508014228335        29.138705711951125     
   1.0102892576541796E-002  -2.0718437642608602E-003  -2.0481372766967237E-002   2.2931367281872162E-002  -538.52797859327927       -82.004028691526202       -620.21735955204861     
